,stocks,dates,BasicEPS,DilutedEPS,CashEPS,DivPS,OpRev,NPS,ROCE,NPMargin,ROA,ROE2Networth,EntValue,EntValuePerNetSales,Price2Book,Price2Sales,RetentionRatios,EarningYield,AssetTurnRatio,EVPerEBITDA,PBDITMargin
0,SBI,Mar 21,22.87,22.87,26.59,4.00,297.10,22.87,1.64,7.69,0.45,8.86,4210541.48,15.88,1.41,1.23,82.50,0.06,---,---,---
1,SBI,Mar 20,16.23,16.23,19.94,0.00,288.33,16.23,1.79,5.63,0.36,6.95,3565310.84,13.86,0.84,0.68,100.00,0.08,---,---,---
2,SBI,Mar 19,0.97,0.97,0.97,0.00,272.13,0.97,0.00,0.35,0.02,0.39,3423771.88,14.10,1.30,1.18,100.00,0.00,---,---,---
3,SBI,Mar 18,-7.67,-7.67,-4.07,0.00,247.07,-7.34,1.81,-2.96,-0.18,-3.37,3141292.12,14.25,1.15,1.01,100.00,-0.03,---,---,---
4,SBI,Mar 17,13.43,13.43,16.02,2.60,220.13,13.15,1.99,5.97,0.38,6.69,2467752.16,14.06,1.49,1.33,79.88,0.04,---,---,---
5,SBI,Mar 16,12.98,12.98,15.01,2.60,211.26,12.82,1.96,6.06,0.42,6.89,2075268.45,12.65,1.05,0.92,79.71,0.07,---,---,---
6,SBI,Mar 15,17.55,17.55,19.04,3.50,204.13,17.55,2.06,8.59,0.63,10.20,1865394.71,12.24,1.55,1.31,79.78,0.07,---,---,---
7,SBI,Mar 14,15.68,15.68,16.37,3.00,182.64,14.59,1.89,7.98,0.60,9.20,2924734.90,21.45,12.11,10.50,79.43,0.01,---,---,---
8,SBI,Mar 13,210.06,210.06,222.86,41.50,1749.29,206.20,2.11,11.78,0.90,14.26,1447875.02,12.10,1.43,1.18,79.87,0.10,---,---,---
9,SBI,Mar 12,184.31,184.31,189.47,35.00,1587.40,174.46,2.51,10.99,0.87,13.94,1257160.88,11.80,1.67,1.32,79.93,0.08,---,---,---
10,RELIANCE,Mar 21,49.66,48.90,63.84,7.00,381.17,49.56,5.82,13.00,3.65,6.73,1479239.40,6.02,2.72,5.26,87.72,0.02,28.11,30.61,19.66
11,RELIANCE,Mar 20,48.42,48.72,64.10,6.50,531.56,48.75,8.84,9.17,3.18,7.89,950998.06,2.82,1.80,2.09,87.53,0.04,34.67,14.32,19.70
12,RELIANCE,Mar 19,55.48,55.47,72.13,6.50,586.24,55.47,9.95,9.46,4.53,8.67,1017464.40,2.74,2.13,2.33,89.89,0.04,47.90,15.03,18.21
13,RELIANCE,Mar 18,53.08,53.04,68.18,6.00,457.84,53.06,11.80,11.58,5.44,10.68,653357.80,2.25,1.78,1.93,90.31,0.06,46.96,10.90,20.67
14,RELIANCE,Mar 17,96.90,96.73,122.70,11.00,744.46,96.66,11.04,12.98,5.74,10.89,528420.92,2.18,1.49,1.77,0.00,0.07,44.26,10.17,21.47
15,RELIANCE,Mar 16,84.66,84.66,114.15,10.50,719.62,84.62,8.24,11.75,5.98,11.41,424125.00,1.82,1.41,1.45,88.71,0.08,50.93,8.89,20.46
16,RELIANCE,Mar 15,70.25,70.25,96.44,10.00,1016.92,70.21,7.41,6.90,5.71,10.51,344442.92,1.05,1.23,0.81,87.04,0.09,82.72,8.54,12.25
17,RELIANCE,Mar 14,68.05,68.05,95.21,9.50,1207.05,68.02,8.08,5.63,5.98,11.15,349271.40,0.90,1.52,0.77,87.29,0.07,106.13,8.77,10.20
18,RELIANCE,Mar 13,64.82,64.82,94.36,9.00,1115.82,65.04,8.92,5.82,6.59,11.73,254803.73,0.71,1.40,0.69,87.48,0.08,113.11,6.57,10.76
19,RELIANCE,Mar 12,61.21,61.21,96.10,8.50,1008.57,61.27,8.85,6.07,6.78,12.29,263781.58,0.80,1.50,0.74,87.37,0.08,111.77,6.63,12.06
20,TCS,Mar 22,104.34,103.24,113.96,43.00,438.09,104.34,60.23,23.81,31.49,49.48,1354708.80,8.45,17.73,8.53,0.00,0.03,132.22,25.21,33.51
21,TCS,Mar 21,82.78,82.78,91.93,38.00,367.47,83.68,52.75,22.77,28.30,41.39,1172570.00,8.62,15.72,8.65,64.95,0.03,124.30,25.65,33.61
22,TCS,Mar 20,88.64,88.64,95.90,73.00,350.15,88.69,52.79,25.33,31.68,44.72,678819.75,5.17,9.19,5.21,4.10,0.05,125.08,14.94,34.60
23,TCS,Mar 19,79.34,79.34,84.75,30.00,328.45,80.17,50.71,24.40,30.21,38.10,741250.00,6.02,9.51,6.09,66.45,0.04,123.78,17.40,34.57
24,TCS,Mar 18,131.15,131.15,140.77,50.00,509.72,132.15,41.50,25.92,27.72,33.27,540949.30,5.56,7.17,5.59,63.21,0.05,106.91,16.10,34.52
25,TCS,Mar 17,120.04,120.04,128.06,47.00,470.52,120.07,38.05,25.51,26.35,30.31,477854.70,5.16,6.14,5.17,61.26,0.05,103.26,15.09,34.15
26,TCS,Mar 16,117.11,117.11,124.54,43.50,435.86,117.13,34.90,26.87,29.80,35.49,491018.85,5.72,7.62,5.77,65.36,0.05,110.91,15.94,35.88
27,TCS,Mar 15,98.31,98.31,105.43,79.00,375.65,98.32,41.32,26.17,30.53,42.40,482638.45,6.56,10.98,6.78,19.64,0.04,116.66,18.93,34.65
28,TCS,Mar 14,94.15,94.15,99.84,32.00,330.18,94.32,40.74,28.56,32.07,41.93,404383.76,6.25,9.46,6.45,66.07,0.04,112.27,16.41,38.11
29,TCS,Mar 13,65.22,65.22,69.43,22.00,247.43,65.33,38.35,26.40,29.72,39.38,303841.66,6.27,9.48,6.35,66.32,0.04,112.58,18.37,34.14
30,HDFCBANK,Mar 22,66.80,66.30,66.65,15.50,230.37,66.65,3.22,28.93,1.78,15.39,2429199.78,19.01,3.40,6.38,100.00,0.05,---,---,---
31,HDFCBANK,Mar 21,56.58,56.32,58.81,6.50,219.23,56.44,3.42,25.74,1.78,15.27,2196567.47,18.17,4.04,6.81,100.00,0.04,---,---,---
32,HDFCBANK,Mar 20,48.01,47.66,50.07,2.50,209.39,47.89,3.33,22.86,1.71,15.35,1692584.96,14.74,2.76,4.12,75.09,0.06,---,---,---
33,HDFCBANK,Mar 19,78.65,77.87,81.59,15.00,363.43,77.40,3.34,21.29,1.69,14.12,1624316.38,16.41,4.23,6.37,80.77,0.03,---,---,---
34,HDFCBANK,Mar 18,67.76,66.84,70.88,13.00,309.20,67.38,3.20,21.79,1.64,16.45,1298053.53,16.18,4.62,6.12,100.00,0.04,---,---,---
35,HDFCBANK,Mar 17,57.18,56.43,60.03,11.00,270.46,56.78,3.18,20.99,1.68,16.26,1049367.58,15.14,4.13,5.33,100.00,0.04,---,---,---
36,HDFCBANK,Mar 16,48.84,48.26,51.43,9.50,238.20,48.64,3.17,20.41,1.73,16.91,840203.70,13.95,3.73,4.50,80.46,0.05,---,---,---
37,HDFCBANK,Mar 15,42.15,41.67,43.38,8.00,193.38,40.76,3.11,21.07,1.73,16.47,724875.64,14.96,4.13,5.29,80.37,0.04,---,---,---
38,HDFCBANK,Mar 14,35.47,35.21,38.14,6.85,171.47,35.34,3.18,20.61,1.72,19.50,561083.74,13.64,4.13,4.37,80.61,0.05,---,---,---
39,HDFCBANK,Mar 13,28.49,28.18,31.01,5.50,147.37,28.27,3.12,19.18,1.68,18.57,463125.72,13.21,4.10,4.23,80.53,0.05,---,---,---
40,INFY,Mar 22,50.49,50.21,56.26,31.00,247.12,50.49,38.46,20.43,21.36,30.63,789898.32,7.60,11.57,7.72,0.00,0.03,104.58,25.44,29.87
41,INFY,Mar 21,42.37,42.33,47.81,27.00,201.67,42.37,32.23,21.00,19.21,25.23,565049.50,6.58,8.15,6.78,49.25,0.03,91.45,20.99,31.33
42,INFY,Mar 20,36.34,36.32,41.54,17.50,185.64,36.50,31.28,19.66,19.17,24.97,259077.74,3.28,4.38,3.45,38.53,0.06,97.53,11.40,28.76
43,INFY,Mar 19,33.66,33.64,37.42,21.50,167.83,33.75,31.38,20.11,18.62,23.44,307794.88,4.21,5.16,4.42,6.35,0.05,92.62,14.30,29.44
44,INFY,Mar 18,71.28,71.25,80.42,43.50,283.61,73.97,31.00,26.08,21.29,25.44,230982.96,3.73,3.90,4.00,53.57,0.07,81.63,10.84,34.41
45,INFY,Mar 17,60.16,60.15,65.98,25.75,258.23,60.18,27.80,23.30,17.29,20.31,215222.68,3.63,3.45,3.95,49.48,0.06,74.21,10.62,34.18
46,INFY,Mar 16,55.26,55.26,60.14,24.25,235.12,55.28,20.75,23.51,17.45,20.78,250465.32,4.64,4.58,5.18,56.11,0.05,74.22,13.38,34.66
47,INFY,Mar 15,105.91,105.91,113.91,59.50,412.02,105.96,25.29,25.71,19.67,25.30,226743.68,4.79,5.29,5.38,57.98,0.05,76.52,13.11,36.57
48,INFY,Mar 14,178.39,178.39,197.47,63.00,775.19,178.22,24.01,22.99,19.33,24.21,163450.22,3.69,4.46,4.23,64.50,0.05,84.11,10.82,34.06
49,INFY,Mar 13,158.76,158.76,175.47,42.00,640.51,158.82,25.15,24.79,21.18,25.28,145479.26,3.96,4.60,4.51,73.54,0.05,85.44,11.00,35.98
50,ICICIBANK,Mar 22,33.66,32.98,28.18,5.00,104.29,28.18,2.92,27.02,1.65,13.68,1716467.90,19.87,3.55,7.00,100.00,0.04,---,---,---
51,ICICIBANK,Mar 21,24.01,23.67,24.96,2.00,114.38,23.41,3.10,20.46,1.31,11.21,1380175.57,17.44,2.78,5.08,100.00,0.04,---,---,---
52,ICICIBANK,Mar 20,12.28,12.08,13.72,0.00,115.54,12.25,2.67,10.60,0.72,6.99,1108657.40,14.82,1.85,2.81,100.00,0.04,---,---,---
53,ICICIBANK,Mar 19,5.23,5.17,6.42,1.00,98.34,5.22,2.52,5.30,0.34,3.19,1037532.15,16.36,2.44,4.06,71.30,0.01,---,---,---
54,ICICIBANK,Mar 18,10.56,10.46,11.76,1.50,85.50,10.54,2.91,12.33,0.77,6.63,889716.20,16.19,1.75,3.26,78.49,0.04,---,---,---
55,ICICIBANK,Mar 17,15.31,15.25,18.12,2.50,92.96,16.82,3.59,18.09,1.26,10.11,767318.40,14.17,1.67,2.98,99.99,0.06,---,---,---
56,ICICIBANK,Mar 16,16.75,16.65,17.92,5.00,90.68,16.72,3.47,18.44,1.34,11.19,706700.41,13.40,1.58,2.61,70.10,0.07,---,---,---
57,ICICIBANK,Mar 15,19.32,19.13,20.41,5.00,84.66,19.27,3.20,22.76,1.72,13.89,691147.70,14.08,2.27,3.72,74.06,0.06,---,---,---
58,ICICIBANK,Mar 14,84.99,84.65,89.92,23.00,382.48,84.94,2.96,22.20,1.64,13.39,608705.91,13.78,1.96,3.26,72.92,0.07,---,---,---
59,ICICIBANK,Mar 13,72.20,71.93,76.42,20.00,347.39,72.17,2.61,20.77,1.55,12.48,539497.75,13.46,1.81,3.01,72.28,0.07,---,---,---
60,HINDUNILVR,Mar 22,37.53,37.53,41.89,34.00,217.84,37.52,20.19,17.22,12.64,18.08,477861.75,9.33,9.87,9.41,0.00,0.02,73.40,37.06,25.19
61,HINDUNILVR,Mar 21,33.85,33.85,38.15,31.00,195.73,33.85,18.90,17.29,11.67,16.76,566917.00,12.33,12.04,12.42,-10.77,0.01,67.52,47.89,25.73
62,HINDUNILVR,Mar 20,31.13,31.12,35.54,34.50,179.56,31.19,89.49,17.37,34.37,83.89,491383.40,12.67,61.81,12.80,22.88,0.01,197.86,47.55,26.64
63,HINDUNILVR,Mar 19,27.89,27.88,30.37,22.00,176.96,27.94,92.27,15.79,33.78,78.80,365196.80,9.55,48.16,9.65,24.68,0.02,213.96,39.26,24.33
64,HINDUNILVR,Mar 18,24.20,24.19,26.46,20.00,159.84,24.25,86.53,15.16,30.53,74.02,285181.40,8.26,40.79,8.36,25.60,0.02,201.32,36.35,22.72
65,HINDUNILVR,Mar 17,20.75,20.74,22.62,17.00,147.64,20.79,81.82,14.07,30.43,69.18,194835.00,6.11,30.28,6.16,20.46,0.02,216.18,29.64,20.61
66,HINDUNILVR,Mar 16,19.12,19.11,20.64,16.00,143.80,19.15,56.92,13.31,29.71,65.88,185053.00,5.96,29.91,6.05,18.92,0.02,223.13,29.31,20.32
67,HINDUNILVR,Mar 15,19.95,19.94,21.27,15.00,142.39,19.95,88.95,14.00,31.65,115.87,186314.36,6.05,50.71,6.13,24.79,0.02,225.94,31.98,18.91
68,HINDUNILVR,Mar 14,17.88,17.87,19.09,13.00,129.56,17.88,88.00,13.80,29.75,118.04,128330.42,4.58,39.85,4.66,27.30,0.03,215.55,25.18,18.18
69,HINDUNILVR,Mar 13,17.56,17.55,18.65,18.50,119.35,17.56,98.44,14.70,32.97,142.01,99086.24,3.84,37.70,3.91,-5.35,0.04,224.19,21.49,17.86
70,BAJFINANCE,Mar 21,65.85,65.33,70.77,10.00,391.16,65.75,11.69,16.80,2.85,11.00,408237.90,17.35,8.62,13.16,0.00,0.01,17.01,31.14,55.71
71,BAJFINANCE,Mar 20,83.25,82.60,85.87,10.00,397.08,81.36,14.72,20.48,3.53,15.34,236478.55,9.93,4.18,5.58,76.61,0.04,17.26,15.83,62.69
72,BAJFINANCE,Mar 19,67.52,66.95,69.82,6.00,301.40,67.44,11.26,22.37,3.58,19.88,260598.50,14.99,8.92,10.04,94.05,0.02,16.02,21.52,69.66
73,BAJFINANCE,Mar 18,47.05,46.57,47.79,4.00,231.03,46.02,14.09,19.91,3.16,16.02,155297.64,11.69,6.16,7.66,92.52,0.03,15.88,17.76,65.79
74,BAJFINANCE,Mar 17,34.01,33.67,34.89,3.60,182.19,33.58,14.95,18.43,2.88,19.13,105918.24,10.63,6.69,6.44,0.00,0.03,15.63,15.83,67.16
75,BAJFINANCE,Mar 16,242.30,238.83,249.27,25.00,1364.02,238.75,3.82,17.50,2.75,17.21,72801.42,9.97,5.00,5.08,89.00,0.03,15.72,14.71,67.73
76,BAJFINANCE,Mar 15,179.94,177.70,186.69,18.00,1076.36,179.57,3.84,16.68,2.73,18.70,42849.11,7.96,4.27,3.81,89.94,0.04,16.40,11.77,67.65
77,BAJFINANCE,Mar 14,144.79,143.65,150.39,16.00,810.54,144.52,4.89,17.83,2.92,18.01,24079.23,5.97,2.23,2.21,88.84,0.08,16.38,8.94,66.79
78,BAJFINANCE,Mar 13,135.69,134.74,121.83,15.00,621.48,118.78,5.38,19.11,3.31,17.56,14913.17,4.82,1.71,1.86,87.37,0.10,17.35,7.13,67.63
79,BAJFINANCE,Mar 12,110.84,110.29,101.21,12.00,523.48,98.36,4.78,18.79,3.14,19.98,12512.65,5.78,1.66,1.56,87.80,0.12,16.73,9.20,62.88
80,HDFC,Mar 21,67.77,67.20,67.55,23.00,266.91,66.67,9.70,24.97,2.11,11.05,891018.38,18.51,4.14,9.36,69.71,0.03,8.48,20.44,90.52
81,HDFC,Mar 20,102.91,102.12,103.45,21.00,339.13,102.59,12.74,30.25,3.39,20.62,698078.04,11.88,3.28,4.81,79.73,0.06,11.20,13.55,87.67
82,HDFC,Mar 19,56.53,56.53,56.34,21.00,251.81,55.96,11.18,22.22,2.09,12.45,702330.28,16.20,4.38,7.81,62.47,0.03,9.44,17.12,94.63
83,HDFC,Mar 18,67.31,66.48,65.69,20.00,242.79,65.39,10.81,26.93,2.74,16.79,623981.82,15.34,4.68,7.51,69.41,0.04,10.20,16.99,90.28
84,HDFC,Mar 17,46.08,45.70,47.20,18.00,202.13,46.85,16.00,23.17,2.20,18.77,424552.54,13.22,6.02,7.43,93.60,0.03,9.51,13.40,98.65
85,HDFC,Mar 16,44.43,44.10,45.24,17.00,195.62,44.90,4.79,22.95,2.45,20.78,320042.76,10.36,5.12,5.65,62.13,0.04,10.70,10.84,95.57
86,HDFC,Mar 15,38.13,37.78,38.23,15.00,174.01,38.04,4.51,21.86,2.35,19.34,333977.94,12.19,6.67,7.54,60.56,0.03,10.78,12.54,97.18
87,HDFC,Mar 14,34.89,34.62,35.07,14.00,154.71,34.86,4.59,22.53,2.40,19.46,242725.26,10.05,4.93,5.71,59.84,0.04,10.69,10.33,97.34
88,HDFC,Mar 13,31.84,31.45,31.51,12.50,136.53,31.35,4.11,22.96,2.48,19.52,230730.41,10.93,5.14,6.05,60.13,0.04,10.80,11.26,97.04
89,HDFC,Mar 12,27.97,27.54,28.05,11.00,117.36,27.91,4.27,23.78,2.46,21.67,189998.48,10.96,5.23,5.74,60.59,0.04,10.34,11.28,97.17
90,BHARTIARTL,Mar 21,-46.18,-46.18,-5.83,0.00,117.13,-45.88,4.05,-39.17,-9.07,-32.57,377472.36,5.87,3.67,4.42,104.33,-0.09,23.15,12.43,47.21
91,BHARTIARTL,Mar 20,-71.08,-71.08,-28.77,2.00,99.56,-66.15,0.95,-66.43,-12.01,-35.70,319339.34,5.88,2.38,4.43,0.00,-0.15,18.08,14.27,41.19
92,BHARTIARTL,Mar 19,-4.36,-4.36,33.15,2.50,124.10,-4.68,-0.12,-3.76,-0.83,-1.90,216590.65,4.37,1.35,2.68,206.93,-0.01,22.25,14.52,30.07
93,BHARTIARTL,Mar 18,0.20,0.20,32.84,5.34,134.24,0.20,3.09,0.14,0.03,0.07,221447.29,4.13,1.55,2.97,-1161.74,0.00,26.18,12.28,33.61
94,BHARTIARTL,Mar 17,-24.84,-24.84,5.70,1.00,155.79,-24.83,7.49,-15.93,-5.17,-9.80,196605.51,3.16,1.38,2.25,104.02,-0.07,32.49,8.23,38.34
95,BHARTIARTL,Mar 16,19.46,19.46,43.42,1.36,150.85,19.46,4.94,12.90,4.20,6.96,182379.07,3.02,1.26,2.33,88.59,0.06,32.58,8.11,37.28
96,BHARTIARTL,Mar 15,33.02,33.02,51.93,3.85,138.83,33.02,12.76,23.78,10.44,16.86,177321.49,3.20,2.01,2.84,88.34,0.08,43.89,7.20,44.37
97,BHARTIARTL,Mar 14,16.69,16.69,34.60,1.80,124.88,16.51,8.34,13.22,6.72,9.89,135553.79,2.72,1.91,2.55,89.09,0.05,50.83,7.90,34.36
98,BHARTIARTL,Mar 13,13.42,13.42,31.40,1.00,119.42,13.42,7.44,11.23,5.79,9.41,123431.07,2.72,2.05,2.44,92.54,0.05,51.60,8.27,32.92
99,BHARTIARTL,Mar 12,15.09,15.09,30.67,1.00,109.55,15.09,9.36,13.77,7.13,11.59,141532.38,3.40,2.59,3.07,93.37,0.04,51.79,9.92,34.29
100,KOTAKBANK,Mar 21,35.17,35.14,36.99,0.90,135.43,35.14,3.32,25.94,1.81,11.01,639371.05,23.82,5.50,12.95,100.00,0.02,---,---,---
101,KOTAKBANK,Mar 20,30.88,30.84,33.03,0.00,140.77,31.09,2.86,22.08,1.65,12.25,539805.51,20.05,5.11,9.21,100.00,0.02,---,---,---
102,KOTAKBANK,Mar 19,25.52,25.48,27.41,0.80,125.44,25.49,2.77,20.32,1.55,11.47,502713.05,21.00,6.01,10.65,96.70,0.02,---,---,---
103,KOTAKBANK,Mar 18,21.54,21.51,23.02,0.70,103.63,21.43,2.80,20.68,1.54,10.89,408715.23,20.70,5.33,10.12,97.20,0.02,---,---,---
104,KOTAKBANK,Mar 17,18.57,18.55,20.11,0.60,96.14,18.53,2.90,19.27,1.58,12.35,331573.61,18.73,5.81,9.07,99.99,0.02,---,---,---
105,KOTAKBANK,Mar 16,11.42,11.40,12.96,0.50,89.32,11.39,2.20,12.75,1.08,8.72,277636.35,16.95,5.21,7.62,95.60,0.02,---,---,---
106,KOTAKBANK,Mar 15,24.20,24.14,26.66,0.90,125.85,24.16,2.96,19.19,1.76,13.19,184503.21,18.98,7.17,10.43,95.60,0.02,---,---,---
107,KOTAKBANK,Mar 14,19.62,19.59,21.65,0.80,113.81,19.51,3.05,17.13,1.71,12.23,128949.87,14.71,4.88,6.84,95.80,0.03,---,---,---
108,KOTAKBANK,Mar 13,18.31,18.24,20.00,0.70,107.72,18.23,2.66,16.91,1.62,14.37,117865.60,14.66,5.14,6.05,96.15,0.03,---,---,---
109,KOTAKBANK,Mar 12,14.69,14.61,16.23,0.60,83.44,14.65,2.62,17.55,1.65,13.59,93294.25,15.10,5.03,6.50,95.89,0.03,---,---,---
110,ITC,Mar 21,10.59,10.59,11.86,10.75,36.95,10.59,28.02,28.65,18.20,22.08,264951.06,5.83,4.56,5.91,52.78,0.05,63.54,14.11,41.27
111,ITC,Mar 20,12.33,12.31,13.59,10.15,37.11,12.31,29.26,33.17,20.11,23.63,204588.20,4.48,3.30,4.63,53.43,0.07,60.63,9.78,45.85
112,ITC,Mar 19,10.19,10.13,11.24,5.75,36.71,10.17,30.70,27.70,17.85,21.50,359951.82,8.00,6.28,8.08,49.57,0.03,64.46,18.19,43.98
113,ITC,Mar 18,9.22,9.16,10.13,5.15,33.29,9.20,30.87,27.62,17.99,21.83,309724.29,7.62,6.08,7.69,48.58,0.04,65.12,17.53,43.49
114,ITC,Mar 17,8.43,8.38,9.25,4.75,33.00,8.40,32.76,25.44,18.81,22.49,337944.56,8.43,7.51,8.50,32.94,0.03,73.94,20.40,41.31
115,ITC,Mar 16,12.26,12.20,13.52,8.50,45.78,12.23,28.18,26.72,19.88,29.94,257453.88,6.99,8.03,7.17,30.51,0.04,74.39,16.05,43.54
116,ITC,Mar 15,12.05,11.93,13.19,6.25,45.55,11.99,29.54,26.31,21.73,31.31,253314.55,6.94,8.50,7.15,47.85,0.04,82.60,16.87,41.13
117,ITC,Mar 14,11.09,10.96,12.18,6.00,41.79,11.05,31.68,26.43,22.39,33.51,277469.96,8.35,10.71,8.45,45.68,0.03,84.72,20.46,40.80
118,ITC,Mar 13,9.45,9.33,10.40,5.25,37.84,9.39,31.31,24.80,21.80,33.36,240696.04,8.05,10.98,8.17,44.07,0.03,87.89,20.81,38.68
119,ITC,Mar 12,7.93,7.84,8.78,4.50,32.20,7.88,31.02,24.47,21.27,32.88,174620.56,6.94,9.46,7.05,42.90,0.03,86.90,18.05,38.42
120,WIPRO,Mar 21,17.81,17.77,20.83,1.00,91.80,18.36,27.49,20.00,15.30,22.23,222962.28,4.43,5.02,4.51,94.55,0.04,76.51,15.44,28.70
121,WIPRO,Mar 20,14.88,14.84,17.19,1.00,88.22,15.19,23.62,17.22,13.29,18.68,106910.41,2.12,2.42,2.23,92.06,0.08,77.18,8.43,25.16
122,WIPRO,Mar 19,12.67,12.67,14.17,1.00,79.75,12.62,20.44,15.82,11.36,15.41,148400.15,3.08,3.11,3.19,92.83,0.05,71.82,13.10,23.54
123,WIPRO,Mar 18,16.26,16.23,19.31,1.00,98.83,17.07,23.87,17.27,13.16,18.27,129726.08,2.90,3.01,2.85,92.94,0.06,76.20,11.35,25.57
124,WIPRO,Mar 17,33.61,33.51,37.89,2.00,189.46,33.58,22.61,17.72,12.92,17.47,127904.12,2.78,2.68,2.72,89.24,0.07,72.91,10.48,26.50
125,WIPRO,Mar 16,33.38,33.31,36.74,6.00,180.86,33.19,18.75,18.35,13.91,19.89,137462.82,3.08,3.38,3.11,56.50,0.06,75.82,11.44,26.90
126,WIPRO,Mar 15,33.38,33.28,36.34,12.00,166.94,33.19,22.73,19.88,15.34,23.66,145338.53,3.53,4.48,3.76,63.82,0.05,77.15,12.42,28.38
127,WIPRO,Mar 14,30.09,30.01,32.94,8.00,157.17,29.96,23.96,19.06,16.15,25.16,127760.56,3.30,4.56,3.45,73.28,0.06,84.73,11.92,27.65
128,WIPRO,Mar 13,23.03,22.99,25.79,7.00,134.90,22.94,22.98,17.00,13.88,23.31,103915.65,3.13,4.44,3.24,69.47,0.05,81.62,12.58,24.85
129,WIPRO,Mar 12,19.13,19.09,22.09,6.00,128.87,19.06,17.44,14.78,12.13,19.23,106938.55,3.38,4.43,3.41,68.51,0.04,82.08,14.71,22.94
130,HCLTECH,Mar 22,40.10,40.09,49.68,42.00,149.68,40.05,30.14,26.75,20.35,25.53,311226.53,7.66,7.42,7.77,0.00,0.03,76.06,19.46,39.35
131,HCLTECH,Mar 21,32.22,32.22,42.56,10.00,131.39,32.20,27.76,24.50,15.79,20.07,262157.68,7.35,6.13,7.48,62.74,0.03,64.43,17.02,43.16
132,HCLTECH,Mar 20,33.06,33.05,40.22,10.00,120.10,33.03,28.84,27.50,16.75,24.04,117446.63,3.60,3.18,3.64,84.87,0.08,60.92,8.79,40.99
133,HCLTECH,Mar 19,59.69,59.66,69.82,8.00,191.97,60.41,32.00,31.46,21.85,26.88,141183.00,5.43,4.84,5.67,86.57,0.06,69.44,12.58,43.14
134,HCLTECH,Mar 18,52.54,52.50,59.39,12.00,158.80,52.96,32.52,33.35,22.43,26.70,132468.50,6.00,4.89,6.11,77.01,0.05,67.25,13.19,45.48
135,HCLTECH,Mar 17,48.18,48.13,51.59,24.00,135.56,48.23,31.49,35.57,21.23,26.46,116478.63,6.03,4.79,6.44,50.73,0.06,59.67,13.22,45.59
136,HCLTECH,Mar 16,33.52,33.43,35.42,16.00,95.25,33.46,21.37,35.12,17.74,21.95,106192.95,7.90,5.34,8.55,42.83,0.04,50.52,17.40,45.43
137,HCLTECH,Jun 15,45.17,44.91,47.27,30.00,122.00,45.13,31.86,36.99,25.47,32.70,120697.44,7.04,6.67,7.55,62.40,0.05,68.84,14.98,46.98
138,HCLTECH,Jun 14,85.66,84.51,92.50,10.00,235.68,85.49,36.33,36.27,27.43,38.00,96904.12,5.87,6.65,6.35,88.29,0.06,75.62,12.16,48.31
139,HCLTECH,Jun 13,53.32,52.45,59.51,12.00,179.63,53.16,32.57,29.59,23.21,36.20,51888.84,4.15,5.29,4.32,77.45,0.07,78.43,10.44,39.69
140,ASIANPAINT,Mar 21,31.82,31.82,39.09,17.85,193.04,31.82,31.99,16.48,17.36,25.24,243204.46,13.13,20.12,13.14,89.47,0.01,105.31,50.05,26.24
141,ASIANPAINT,Mar 20,27.67,27.67,34.86,12.00,179.25,27.67,33.91,15.43,19.53,28.07,159512.30,9.28,16.91,9.30,34.40,0.02,126.54,37.85,24.51
142,ASIANPAINT,Mar 19,22.23,22.23,27.87,10.50,170.89,22.23,33.01,13.00,15.58,24.11,142950.77,8.72,16.18,8.73,59.96,0.01,119.79,37.72,23.11
143,ASIANPAINT,Mar 18,19.75,19.75,23.00,8.70,147.70,19.75,35.25,13.37,16.35,24.29,107386.57,7.58,13.79,7.59,47.85,0.02,122.26,33.58,22.57
144,ASIANPAINT,Mar 17,18.78,18.78,21.86,10.30,131.85,18.78,35.75,14.24,17.39,25.39,102580.78,8.11,14.48,8.12,57.67,0.02,122.09,34.53,23.49
145,ASIANPAINT,Mar 16,16.65,16.65,19.14,7.50,131.84,16.65,30.14,12.63,19.09,32.18,83202.23,6.58,16.79,6.59,54.96,0.02,151.19,30.76,21.38
146,ASIANPAINT,Mar 15,13.84,13.84,16.16,6.10,121.44,13.84,29.39,11.39,18.25,31.37,77545.58,6.66,18.34,6.66,55.91,0.02,160.16,35.29,18.86
147,ASIANPAINT,Mar 14,12.19,12.19,14.40,5.30,108.62,12.19,29.99,11.22,17.49,32.46,51714.43,4.96,14.56,5.03,56.51,0.02,155.92,26.51,18.72
148,ASIANPAINT,Mar 13,109.47,109.47,122.70,46.00,935.33,109.47,31.91,11.70,18.58,34.74,46618.82,5.20,15.60,5.25,57.97,0.02,158.83,27.86,18.65
149,ASIANPAINT,Mar 12,99.92,99.92,110.29,40.00,830.29,99.92,35.62,12.03,19.24,38.52,30718.68,3.86,12.48,3.90,59.96,0.03,159.92,20.57,18.74
150,BAJAJFINSV,Mar 21,11.20,11.20,11.53,3.00,20.34,11.23,6.39,55.22,4.62,4.70,153728.70,474.87,40.48,475.26,0.00,0.00,8.36,615.46,77.15
151,BAJAJFINSV,Mar 20,41.90,41.90,42.09,5.00,49.00,41.90,19.12,85.51,18.52,18.86,73036.32,93.65,20.66,93.66,82.10,0.01,21.66,106.66,87.80
