,stocks,dates,BasicEPS,DilutedEPS,CashEPS,DivPS,OpRev,NPS,ROCE,NPMargin,ROA,ROE2Networth,EntValue,EntValuePerNetSales,Price2Book,Price2Sales,RetentionRatios,EarningYield,AssetTurnRatio,EVPerEBITDA,PBDITMargin
596,BATAINDIA,Dec 11,35.14,35.14,41.54,6.00,240.03,35.14,35.45,14.64,24.43,41.46,3285.94,2.13,6.26,2.21,82.92,0.07,164.52,17.98,14.03
597,BATAINDIA,Mar 21,8.48,8.48,9.98,4.00,57.72,8.48,23.93,14.68,7.10,19.11,25473.66,1.81,2.82,2.17,50.45,0.07,149.35,18.50,17.10
598,BATAINDIA,Mar 20,7.36,7.36,8.80,2.80,53.03,7.36,22.29,13.88,7.50,18.20,16558.42,1.28,1.84,1.40,57.89,0.10,162.98,17.69,16.51
599,BATAINDIA,Mar 19,7.91,7.91,9.21,3.40,49.60,7.91,27.05,15.94,9.41,21.36,21849.50,1.81,2.52,1.88,73.45,0.08,166.90,9.09,23.42
600,BEL,Mar 18,5.70,5.70,6.77,2.00,42.36,5.74,22.51,13.55,7.55,18.02,33906.53,3.28,4.46,3.35,55.14,0.04,48.40,7.70,23.51
601,BEL,Mar 17,6.03,6.03,7.79,2.25,38.56,6.93,24.18,17.97,9.02,20.61,31148.83,3.62,4.65,4.06,60.19,0.04,54.03,5.85,21.91
602,BEL,Mar 16,56.57,56.57,63.61,17.00,303.96,56.57,14.66,18.61,7.53,15.54,21936.06,3.01,3.35,4.01,69.94,0.05,59.05,7.21,25.08
603,BEL,Mar 15,145.91,145.91,165.15,29.20,855.33,145.91,14.01,17.05,7.67,14.80,20896.47,3.05,3.40,3.91,79.98,0.04,55.72,15.41,21.31
604,BEL,Mar 14,116.45,116.45,134.22,23.30,784.44,116.45,12.60,14.84,6.41,13.27,4592.83,0.73,1.30,1.46,79.99,0.10,50.19,13.95,25.92
605,BEL,Mar 13,111.23,111.23,127.57,22.30,762.98,111.23,13.32,14.57,6.15,14.11,3890.71,0.64,1.46,1.51,79.95,0.10,40.47,11.02,27.28
606,BEL,Mar 12,103.74,103.74,118.84,20.80,720.96,103.74,13.96,14.38,5.58,14.76,5413.09,0.94,2.17,2.11,79.94,0.07,45.01,12.89,23.69
607,BEL,Mar 21,6.70,6.70,14.56,2.00,78.42,6.70,6.14,8.54,2.80,5.24,30795.65,8.43,4.67,7.60,0.00,0.01,43.19,3.48,21.02
608,BEL,Mar 20,10.17,10.17,17.58,3.50,98.01,10.17,11.63,10.37,4.87,8.84,13427.22,2.94,2.04,2.39,41.00,0.04,42.25,3.11,20.51
609,BEL,Mar 19,23.00,23.00,30.45,5.00,140.02,23.01,24.26,16.43,10.77,19.84,26492.19,4.06,4.41,3.65,78.26,0.04,38.81,4.51,20.80
610,BHARATFORG,Mar 18,15.19,15.19,21.78,4.50,114.17,15.19,23.20,13.30,8.45,15.32,34490.15,6.49,7.07,6.13,70.37,0.02,32.85,35.48,23.77
611,BHARATFORG,Mar 17,12.56,12.56,37.79,7.50,165.98,25.13,10.87,15.13,7.62,13.82,25656.17,6.64,5.73,6.27,88.06,0.02,46.96,11.41,25.77
612,BHARATFORG,Mar 16,29.97,29.97,43.21,7.50,186.13,29.96,13.17,16.09,9.71,19.47,22236.96,5.13,5.67,4.69,61.62,0.03,65.59,12.79,31.78
613,BHARATFORG,Mar 15,30.88,30.88,41.64,7.50,195.33,30.88,13.65,15.80,11.27,20.56,30773.37,6.77,8.50,6.53,75.71,0.02,63.54,20.83,31.14
614,BHARATFORG,Mar 14,17.18,17.18,27.71,4.50,145.99,17.18,9.38,11.76,7.01,14.84,11033.04,3.25,3.65,2.89,73.80,0.04,50.34,21.89,30.32
615,BHARATFORG,Mar 13,13.13,13.13,22.74,3.40,135.34,13.12,7.77,9.69,5.94,13.22,5977.48,1.90,2.06,1.51,74.09,0.06,60.36,15.56,32.97
616,BHARATFORG,Mar 12,15.55,15.53,24.78,4.00,158.31,15.55,9.28,9.82,6.79,16.89,8620.04,2.34,3.49,2.03,74.28,0.05,71.33,21.62,31.29
617,BHARATFORG,Mar 21,-7.80,-7.80,-6.44,0.00,49.71,-7.80,-9.15,-15.69,-4.87,-10.25,15107.34,0.87,0.64,0.98,0.00,-0.16,59.65,11.28,28.78
618,BHARATFORG,Mar 20,-4.23,-4.23,-2.79,0.00,61.63,-4.23,-0.41,-6.86,-2.44,-5.04,5757.49,0.27,0.25,0.34,0.00,-0.20,61.27,7.41,25.61
619,BHARATFORG,Mar 19,3.33,3.33,4.83,2.00,87.37,3.47,5.63,3.97,1.87,3.84,21104.40,0.69,0.83,0.86,76.95,0.05,69.17,8.77,26.66
620,BHEL,Mar 18,2.20,2.20,4.34,1.82,78.79,2.20,4.42,2.78,1.26,2.47,18651.20,0.64,0.92,1.03,39.91,0.03,31.07,-5.46,-15.97
621,BHEL,Mar 17,1.35,1.35,5.49,1.58,116.22,2.03,2.38,1.74,0.80,1.53,29518.12,1.04,1.24,1.40,40.76,0.01,35.62,16.56,1.62
622,BHEL,Mar 16,-2.90,-2.90,0.92,0.40,108.83,-2.90,-1.81,-2.66,-1.08,-2.20,17881.75,0.67,0.87,1.05,121.38,-0.03,47.21,7.51,9.23
623,BHEL,Mar 15,5.80,5.80,10.20,1.16,123.32,5.80,4.84,4.70,2.07,4.16,47754.66,1.58,1.69,1.91,79.99,0.02,45.34,7.10,9.07
624,BHEL,Mar 14,2.00,2.00,18.16,2.83,159.78,14.14,10.90,8.84,4.75,10.47,38950.61,1.00,1.46,1.23,79.98,0.07,46.45,16.15,6.42
625,BHEL,Mar 13,27.03,27.03,30.92,5.41,197.85,27.03,22.59,13.65,9.43,21.72,36993.43,0.76,1.42,0.89,79.99,0.15,40.87,136.45,0.49
626,BHEL,Mar 12,28.76,28.76,32.03,6.40,196.02,28.76,27.25,14.67,10.54,27.74,56342.53,1.17,2.48,1.31,77.74,0.11,44.08,14.39,10.99
627,BHEL,Mar 21,16.91,16.91,20.51,0.00,420.47,15.53,1.78,3.69,0.22,5.05,1042818.11,15.06,0.50,0.36,100.00,0.10,53.72,6.35,15.68
628,BHEL,Mar 20,-26.50,-26.50,-17.51,0.00,474.99,-21.70,1.32,-4.56,-0.30,-6.78,654856.11,13.38,0.28,0.19,100.00,-0.24,69.05,3.52,21.70
629,BHEL,Mar 19,4.71,4.71,10.14,0.00,621.45,4.61,1.56,0.74,0.04,1.16,632097.54,13.50,0.74,0.47,100.00,0.02,71.85,5.04,23.28
630,CANBK,Mar 18,-70.47,-70.47,-51.51,0.00,562.60,-57.58,1.59,-10.23,-0.68,-14.51,560856.33,13.60,0.67,0.47,100.00,-0.22,---,---,---
631,CANBK,Mar 17,20.63,20.63,24.27,1.00,692.92,18.78,1.56,2.71,0.19,3.96,532954.20,12.88,0.64,0.44,100.00,0.06,---,---,---
632,CANBK,Mar 16,-53.61,-53.61,-48.67,0.00,810.73,-51.80,1.32,-6.38,-0.50,-10.75,496309.51,11.27,0.39,0.23,100.00,-0.27,---,---,---
633,CANBK,Mar 15,58.59,58.59,65.86,10.50,920.67,56.87,1.30,6.17,0.49,10.21,495022.21,11.31,0.66,0.40,79.98,0.15,---,---,---
634,CANBK,Mar 14,54.48,54.48,57.81,11.00,857.38,52.86,1.42,6.16,0.49,10.10,437993.05,11.08,0.51,0.31,79.19,0.20,---,---,---
635,CANBK,Mar 13,64.83,64.83,69.11,13.00,769.25,64.83,1.46,8.42,0.69,12.57,377764.57,11.09,0.75,0.50,79.94,0.17,---,---,---
636,CANBK,Mar 12,74.10,74.10,77.64,11.00,696.40,74.10,1.62,10.64,0.87,15.91,345766.68,11.21,1.02,0.68,85.15,0.16,---,---,---
637,CANBK,Mar 21,39.32,38.59,55.46,13.00,398.09,39.59,15.28,9.94,10.66,13.29,17349.56,7.19,9.83,7.36,71.36,0.01,---,---,---
638,CANBK,Mar 20,67.93,67.53,82.03,31.00,356.96,67.60,24.11,18.93,18.00,21.39,6737.04,3.02,3.63,3.22,70.43,0.06,---,---,---
639,CANBK,Mar 19,48.55,47.99,61.02,0.00,323.50,48.38,21.27,14.95,15.05,17.54,8059.11,4.03,4.81,4.10,69.49,0.04,---,---,---
640,COFORGE,Mar 18,36.83,36.60,50.20,15.00,267.63,36.78,18.08,13.74,12.67,15.34,5264.84,3.20,3.61,3.23,66.04,0.04,107.23,45.02,15.97
641,COFORGE,Mar 17,26.90,26.84,41.66,12.50,259.79,26.86,15.59,10.33,10.22,12.31,2644.30,1.66,2.00,1.68,62.82,0.06,95.09,11.51,26.23
642,COFORGE,Mar 16,31.75,31.57,45.25,10.00,239.89,31.71,15.99,13.21,12.67,16.90,2943.39,2.01,2.65,2.07,68.46,0.06,100.66,17.76,22.70
643,COFORGE,Mar 15,24.25,24.12,35.07,9.50,220.51,24.18,13.98,10.96,10.14,14.47,2080.95,1.55,2.09,1.58,60.70,0.07,92.21,14.40,22.21
644,COFORGE,Mar 14,34.47,34.13,41.26,9.00,215.56,34.33,21.68,15.92,17.06,22.44,2415.51,1.85,2.63,1.86,73.78,0.09,98.85,8.44,19.64
645,COFORGE,Mar 13,27.98,27.64,34.48,8.50,183.99,27.87,21.02,15.14,16.52,21.86,1634.33,1.47,2.21,1.53,69.49,0.10,95.92,9.44,21.23
646,COFORGE,Mar 12,19.05,18.83,23.05,8.00,138.76,18.97,17.45,13.67,13.31,17.78,1538.48,1.86,2.54,1.95,57.79,0.07,92.53,8.24,18.76
647,COFORGE,Mar 21,8.26,8.26,16.83,5.00,104.79,8.26,7.30,7.88,4.12,4.93,33917.23,5.31,3.57,5.70,29.18,0.01,107.14,7.66,24.09
648,COFORGE,Mar 20,6.17,6.17,14.59,3.60,106.25,6.17,13.82,5.80,3.24,3.73,18026.66,2.78,2.01,3.12,-50.79,0.02,109.10,6.08,24.25
649,COFORGE,Mar 19,19.95,19.95,26.92,8.55,112.95,19.95,15.91,17.66,9.64,11.72,32497.15,4.72,3.08,4.65,84.96,0.04,97.35,8.03,23.16
650,CONCOR,Mar 18,17.14,17.14,58.97,17.10,252.63,42.85,14.39,16.96,9.75,11.14,28332.19,4.60,3.23,4.92,60.09,0.03,52.35,25.73,20.64
651,CONCOR,Mar 17,35.21,35.21,62.05,17.10,287.54,44.01,12.90,15.30,8.63,9.69,23098.21,4.12,2.80,4.42,65.68,0.03,55.96,9.22,30.19
652,CONCOR,Mar 16,39.01,39.01,66.60,13.50,303.73,48.77,10.85,16.05,10.08,11.39,23398.85,3.95,2.90,4.09,72.52,0.04,54.58,15.37,30.72
653,CONCOR,Mar 15,53.73,53.73,72.84,13.40,285.87,53.73,13.26,18.79,12.05,13.71,28241.70,5.07,4.04,5.53,75.05,0.03,57.51,15.93,28.88
654,CONCOR,Mar 14,50.51,50.51,60.22,12.30,255.66,50.51,13.42,19.75,12.20,14.09,16425.99,3.30,2.72,3.81,75.64,0.05,56.39,15.04,27.40
655,CONCOR,Mar 13,72.32,72.32,85.61,17.50,338.99,72.32,14.25,21.33,12.96,14.96,10477.63,2.38,2.13,3.04,75.80,0.07,62.79,14.13,27.96
656,CONCOR,Mar 12,67.54,67.54,79.73,16.50,312.43,67.54,14.89,21.61,13.51,15.65,9502.11,2.34,2.19,3.02,75.56,0.07,64.13,16.94,29.91
657,CONCOR,Mar 21,22.29,22.29,26.82,15.00,156.18,22.29,17.90,14.27,10.84,14.02,24541.77,5.67,5.78,5.89,68.59,0.02,61.77,11.15,29.56
658,CONCOR,Mar 20,22.70,22.70,26.98,14.00,186.07,22.70,18.16,12.20,10.56,15.07,9043.72,1.75,2.16,1.75,25.12,0.07,60.76,7.57,31.42
659,CONCOR,Mar 19,26.07,26.07,30.05,17.00,204.15,26.07,24.16,12.76,12.34,17.49,20224.02,3.57,5.00,3.65,34.78,0.03,62.49,7.09,33.00
660,CUMMINSIND,Mar 18,25.56,25.56,28.94,15.00,183.35,25.56,17.32,13.93,12.80,17.77,19216.54,3.78,4.88,3.82,80.43,0.04,75.99,25.84,21.93
661,CUMMINSIND,Mar 17,26.50,26.50,29.56,14.00,183.17,26.50,19.16,14.46,14.57,19.63,26396.07,5.20,7.02,5.17,81.13,0.03,86.62,9.85,17.79
662,CUMMINSIND,Mar 16,27.21,27.21,30.13,14.00,169.87,27.21,20.97,16.01,16.79,21.66,23254.67,4.94,6.71,4.96,48.55,0.03,96.67,17.48,20.44
663,CUMMINSIND,Mar 15,28.35,28.35,31.23,14.00,158.94,28.35,25.39,17.83,18.18,27.22,24241.67,5.50,8.43,5.52,50.61,0.03,91.88,20.00,18.90
664,CUMMINSIND,Mar 14,21.65,21.65,23.55,13.00,143.46,21.65,21.82,15.08,15.90,23.39,16434.63,4.13,6.44,4.15,39.94,0.04,100.72,26.14,19.88
665,CUMMINSIND,Mar 13,27.57,27.57,29.27,13.00,165.56,27.57,29.80,16.64,20.82,32.01,13424.96,2.93,5.77,3.00,52.83,0.06,104.86,23.23,21.25
666,CUMMINSIND,Mar 12,21.33,21.33,22.84,11.00,148.53,21.33,27.41,14.36,19.06,28.93,13549.18,3.29,6.74,3.35,48.42,0.04,101.94,23.73,23.18
667,CUMMINSIND,Mar 21,68.14,68.05,73.41,7.50,513.93,64.83,21.05,12.61,12.13,16.21,16061.04,2.32,3.22,2.51,97.19,0.05,105.40,18.79,21.98
668,CUMMINSIND,Mar 20,40.63,40.63,48.14,2.50,469.97,39.61,18.46,8.42,9.14,13.95,7814.56,1.36,2.34,1.41,95.58,0.06,125.06,12.89,22.69
669,CUMMINSIND,Mar 19,40.48,40.48,46.52,2.50,505.50,39.56,23.29,7.82,9.70,16.04,9807.10,1.58,3.23,1.58,95.07,0.05,132.74,16.51,19.93
670,ESCORTS,Mar 18,28.85,28.85,34.03,2.00,407.50,28.12,20.76,6.90,8.07,13.52,9733.11,1.95,3.94,2.01,94.79,0.03,96.19,12.51,18.52
671,ESCORTS,Mar 17,13.43,13.43,18.23,1.50,333.92,13.09,14.50,3.91,4.56,8.05,6592.71,1.61,3.32,1.61,91.05,0.02,108.44,10.17,13.33
672,ESCORTS,Mar 16,7.49,7.49,12.52,1.20,290.83,7.49,4.41,2.57,2.67,4.86,1719.40,0.50,0.90,0.48,83.54,0.05,124.00,12.05,13.13
673,ESCORTS,Mar 15,6.26,6.26,11.80,1.20,334.13,6.26,3.64,1.87,2.20,4.24,1687.58,0.42,0.86,0.38,80.31,0.05,116.99,15.78,12.34
674,ESCORTS,Mar 14,20.53,20.53,27.51,1.80,527.50,20.53,11.53,3.89,7.01,13.64,1563.02,0.25,0.77,0.22,90.99,0.18,116.50,17.96,8.97
675,ESCORTS,Sep 12,5.84,5.84,9.90,1.20,326.48,5.84,3.61,1.78,2.03,4.43,1091.50,0.28,0.49,0.20,78.86,0.09,104.07,7.90,6.27
676,ESCORTS,Sep 11,11.74,11.66,15.45,1.50,316.50,11.74,5.93,3.70,3.82,6.88,806.76,0.25,0.42,0.22,86.80,0.17,117.67,7.60,5.57
677,ESCORTS,Mar 21,7.97,7.94,8.49,0.70,68.92,7.97,1.91,11.55,0.78,9.86,189186.78,13.75,0.94,1.10,100.00,0.11,180.13,3.38,7.35
678,ESCORTS,Mar 20,7.76,7.70,8.34,0.00,66.30,7.74,1.80,11.67,0.85,10.63,164667.48,12.46,0.56,0.62,100.00,0.19,113.99,4.72,5.93
679,ESCORTS,Mar 19,6.28,6.24,6.87,1.40,57.53,6.27,1.77,10.89,0.78,9.37,155452.36,13.61,1.44,1.68,84.08,0.07,103.21,4.25,5.85
680,FEDERALBNK,Mar 18,4.62,4.56,5.08,1.00,49.45,4.46,1.68,9.01,0.63,7.20,136014.32,13.95,1.44,1.81,100.00,0.05,---,---,---
681,FEDERALBNK,Mar 17,4.83,4.76,5.53,0.90,50.33,4.82,1.71,9.57,0.72,9.29,114734.45,13.22,1.76,1.81,100.00,0.05,---,---,---
682,FEDERALBNK,Mar 16,2.77,2.75,3.38,0.70,45.05,2.77,1.59,6.14,0.52,5.87,85498.07,11.04,0.98,1.02,74.70,0.06,---,---,---
683,FEDERALBNK,Mar 15,11.75,11.75,12.61,2.20,86.61,11.74,2.01,13.55,1.21,12.99,81061.51,10.93,1.46,1.52,81.26,0.09,---,---,---
684,FEDERALBNK,Mar 14,9.81,9.81,10.90,2.00,81.21,9.81,2.04,12.07,1.12,12.06,70483.15,10.15,1.18,1.18,79.60,0.10,---,---,---
685,FEDERALBNK,Mar 13,49.00,49.00,53.60,9.00,360.55,49.00,2.11,13.58,1.17,13.16,68279.58,11.07,1.29,1.33,81.63,0.10,---,---,---
686,FEDERALBNK,Mar 12,45.41,45.41,48.73,9.00,324.96,45.41,2.55,13.97,1.28,13.61,58040.62,10.44,1.28,1.31,80.18,0.11,---,---,---
687,FEDERALBNK,Mar 21,-1.69,-1.69,-0.96,0.00,20.52,-1.54,3.21,-7.50,-0.28,-0.48,43020.47,75.42,4.47,68.62,0.00,0.00,---,---,---
688,FEDERALBNK,Mar 20,15.58,15.58,15.90,0.00,82.75,15.24,17.34,18.42,3.87,7.52,17967.26,8.62,2.98,7.28,0.00,0.03,---,---,---
689,FEDERALBNK,Mar 19,9.22,9.22,9.70,0.00,62.52,9.13,16.94,14.60,2.69,7.87,21908.39,15.28,7.03,13.03,0.00,0.01,---,---,---
690,GODREJPROP,Mar 18,11.13,11.12,11.80,0.00,44.15,11.13,8.78,25.19,3.54,10.79,19146.74,20.03,7.04,16.44,0.00,0.02,3.81,128.74,58.58
691,GODREJPROP,Mar 17,9.12,9.08,9.69,0.00,46.16,9.08,9.84,19.67,3.21,9.87,11772.52,11.79,4.19,8.35,0.00,0.02,21.05,19.86,43.39
692,GODREJPROP,Mar 16,1.44,1.44,2.03,0.00,15.73,1.40,1.43,8.92,0.58,1.44,8806.15,25.88,3.05,18.83,0.00,0.00,18.43,39.83,38.36
693,GODREJPROP,Mar 15,6.42,6.41,6.85,2.00,25.92,6.42,6.62,24.75,2.79,6.66,6542.88,12.66,2.61,9.69,68.80,0.03,14.05,33.01,60.68
694,GODREJPROP,Mar 14,5.28,5.28,5.18,2.00,33.49,4.93,4.88,14.70,2.33,5.45,5098.46,7.68,2.36,6.37,59.17,0.02,16.34,27.01,43.65
695,GODREJPROP,Mar 13,15.72,15.71,28.32,4.00,66.82,27.87,12.69,41.70,7.85,15.94,4855.23,9.31,3.03,7.92,85.64,0.05,6.55,37.66,68.72
696,GODREJPROP,Mar 12,11.63,11.63,10.83,3.00,47.28,10.43,5.20,22.05,2.82,5.81,5504.39,14.92,3.45,13.08,71.22,0.02,11.28,21.11,59.98
697,GODREJPROP,Mar 21,18.53,18.53,23.48,2.00,143.15,18.53,29.18,12.94,15.09,28.45,38296.08,3.89,8.44,3.84,93.25,0.03,15.90,23.21,33.08
698,GODREJPROP,Mar 20,17.33,17.33,21.95,1.25,149.63,17.33,23.02,11.58,15.11,36.26,17154.66,1.67,4.87,1.55,94.23,0.07,18.84,16.30,57.09
699,GODREJPROP,Mar 19,6.06,6.06,10.24,1.00,112.64,6.06,14.81,5.37,5.85,19.09,11985.52,1.55,4.67,1.32,86.79,0.04,12.81,31.20,47.81
700,GUJGASLTD,Mar 18,21.16,21.16,40.90,4.00,448.46,21.16,12.82,4.71,4.39,15.77,13508.16,2.19,6.19,1.85,85.82,0.03,116.62,17.71,21.93
701,GUJGASLTD,Mar 17,15.94,15.94,34.63,3.00,369.89,15.94,10.34,4.31,3.45,13.34,12804.81,2.51,6.42,2.07,84.31,0.02,130.42,9.99,16.67
702,GUJGASLTD,Mar 16,11.11,11.11,28.95,2.50,443.48,11.11,3.14,2.50,2.51,7.27,9205.92,1.51,3.60,1.24,77.49,0.02,108.79,10.94,14.13
703,GUJGASLTD,Mar 15,32.22,32.22,49.48,5.00,654.14,32.22,10.04,4.92,6.43,22.28,0.00,0.00,0.00,0.00,84.48,0.00,93.08,14.51,15.07
704,GUJGASLTD,Mar 14,2.06,2.06,22.59,2.00,566.34,2.06,0.70,0.36,0.42,1.73,0.00,0.00,0.00,0.00,-5.31,0.00,80.21,16.64,15.11
705,GUJGASLTD,Mar 13,-1106.21,-1.18,-774.00,0.00,0.00,-774.00,0.00,0.00,-0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.50,11.96,12.60
706,GUJGASLTD,Mar 21,96.68,96.68,131.90,30.00,680.48,96.68,17.17,14.20,6.23,21.05,26109.53,1.15,2.17,1.46,68.97,0.10,130.66,0.00,13.47
707,GUJGASLTD,Mar 20,84.70,84.70,114.54,33.25,641.12,84.70,18.74,13.21,5.32,21.47,23298.59,1.09,1.35,0.83,60.74,0.16,117.18,0.00,8.77
708,GUJGASLTD,Mar 19,70.16,70.16,100.80,19.80,598.36,70.16,17.39,11.72,4.62,19.42,27755.82,1.39,1.97,1.19,71.77,0.10,0.00,0.00,0.00
709,GUJGASLTD,Mar 18,58.50,58.50,90.88,32.20,553.82,61.92,13.99,11.17,4.20,17.20,32070.76,1.73,3.14,2.04,48.03,0.05,---,---,---
710,HAL,Mar 17,72.35,72.35,92.07,22.10,496.55,72.35,13.85,14.57,5.07,20.86,0.00,0.00,0.00,0.00,57.78,0.00,---,---,---
711,HAL,Mar 16,42.00,42.00,79.14,17.40,463.58,55.27,13.43,11.92,3.53,18.13,0.00,0.00,0.00,0.00,74.47,0.00,---,---,---
712,HAL,Mar 15,21.00,21.00,39.09,10.00,324.64,20.76,3.67,6.39,1.60,6.74,0.00,0.00,0.00,0.00,52.03,0.00,---,---,---
713,HAL,Mar 14,53.00,53.00,65.56,18.50,314.00,52.94,11.15,16.86,4.00,17.62,0.00,0.00,0.00,0.00,65.12,0.00,---,---,---
714,HAL,Mar 13,67.00,67.00,317.75,68.40,1254.89,268.68,14.99,21.41,5.62,24.94,0.00,0.00,0.00,0.00,74.55,0.00,43.86,4.58,25.07
715,HAL,Mar 12,210.74,210.74,270.68,67.55,1179.34,210.74,10.50,17.86,4.59,22.39,0.00,0.00,0.00,0.00,67.94,0.00,40.29,4.52,24.04
716,HAL,Mar 21,70.57,70.57,97.88,22.75,1604.21,73.42,21.91,4.57,8.12,29.46,75718.17,0.32,0.94,0.15,86.06,0.31,39.47,5.62,24.67
717,HAL,Mar 20,17.31,17.31,38.98,9.75,1763.32,17.30,6.41,0.98,2.31,9.10,67302.67,0.25,1.00,0.11,45.68,0.09,37.65,7.46,23.20
718,HAL,Mar 19,39.56,39.56,59.32,15.90,1805.62,39.55,21.48,2.19,5.81,21.39,68226.07,0.25,1.53,0.16,77.25,0.14,34.84,0.00,23.98
719,HAL,Mar 18,41.72,41.72,59.77,17.00,1438.99,41.71,24.77,2.89,7.32,26.54,70854.54,0.32,2.19,0.24,63.48,0.12,29.65,0.00,24.28
720,HINDPETRO,Mar 17,40.74,40.74,86.04,30.00,1840.95,61.09,29.21,3.31,7.91,30.51,70536.80,0.38,2.62,0.29,43.98,0.12,25.07,0.00,16.42
721,HINDPETRO,Mar 16,114.07,114.07,192.39,34.50,5296.93,113.94,8.84,2.15,5.48,21.04,41133.26,0.23,1.45,0.15,69.75,0.15,23.74,0.00,28.21
722,HINDPETRO,Mar 15,80.72,80.72,138.99,24.50,6094.99,80.62,6.23,1.32,4.04,17.05,39077.61,0.19,1.38,0.11,69.64,0.12,26.28,0.00,28.82
723,HINDPETRO,Mar 14,51.20,51.20,116.09,15.50,6585.98,51.14,4.10,0.77,2.23,11.54,42396.17,0.19,0.70,0.05,69.72,0.17,25.69,0.00,28.50
724,HINDPETRO,Mar 13,26.72,26.72,85.20,8.50,6098.09,26.69,2.74,0.43,1.18,6.59,41976.32,0.20,0.70,0.05,68.18,0.09,177.53,4.05,8.03
725,HINDPETRO,Mar 12,26.92,26.92,77.41,8.50,5260.49,26.89,3.20,0.51,1.28,6.94,37531.65,0.21,0.78,0.06,68.41,0.09,235.73,9.67,2.59
726,HINDPETRO,Mar 21,0.82,0.81,1.38,0.00,28.13,0.80,1.66,2.83,0.27,2.53,161343.06,10.10,1.78,1.98,100.00,0.01,265.26,5.22,4.75
727,HINDPETRO,Mar 20,-5.98,-5.91,-5.32,0.00,32.99,-5.95,1.40,-18.05,-1.91,-18.66,129274.13,8.15,0.66,0.64,100.00,-0.28,252.66,5.66,5.70
728,HINDPETRO,Mar 19,4.75,4.71,1.82,0.00,24.99,-4.07,-1.10,-16.27,-1.16,-10.70,162707.72,13.62,1.45,2.21,115.12,-0.07,238.42,5.83,6.46
729,HINDPETRO,Mar 18,2.53,2.52,3.00,0.75,26.23,2.52,1.04,9.62,0.67,5.63,118552.71,13.28,1.06,1.80,64.53,0.05,254.81,4.55,5.03
730,IDFCFIRSTB,Mar 17,3.00,2.98,3.40,0.75,25.10,3.00,1.66,11.95,0.90,6.94,107590.23,12.61,1.37,2.36,99.99,0.05,305.88,5.72,3.30
731,IDFCFIRSTB,Mar 16,2.34,2.34,1.50,0.25,10.76,1.38,1.06,12.79,0.63,3.42,70601.45,19.35,1.20,4.49,81.79,0.03,287.80,6.82,2.78
732,IDFCFIRSTB,Mar 15,-1164.79,-1164.79,-516.98,0.00,0.00,-516.98,102.00,0.00,-5083.59,101.97,0.00,0.00,0.00,0.00,100.00,0.00,271.14,7.83,2.59
733,IDFCFIRSTB,Mar 21,11.87,11.87,14.76,5.00,48.94,11.87,14.10,24.25,5.99,12.94,26638.70,34.02,19.15,35.88,78.93,0.01,250.79,7.28,2.89
734,IDFCFIRSTB,Mar 20,33.04,33.04,35.53,12.50,142.22,33.04,51.34,23.22,16.26,39.80,14421.97,6.34,11.84,6.91,57.92,0.03,---,---,---
735,IDFCFIRSTB,Mar 19,19.12,19.12,21.08,7.65,116.88,19.29,38.98,16.50,11.89,28.81,0.00,0.00,0.00,0.00,51.77,0.00,---,---,---
736,IDFCFIRSTB,Mar 18,55.51,55.51,60.80,22.20,366.70,54.88,32.52,14.96,9.54,23.22,0.00,0.00,0.00,0.00,78.50,0.00,---,---,---
737,IDFCFIRSTB,Mar 17,52.93,52.93,59.28,21.20,380.80,53.67,34.13,14.09,11.75,27.58,0.00,0.00,0.00,0.00,47.38,0.00,---,---,---
738,IDFCFIRSTB,Mar 16,94.32,94.32,104.59,37.70,683.39,94.32,43.02,13.80,13.12,34.79,0.00,0.00,0.00,0.00,59.99,0.00,---,---,---
739,IDFCFIRSTB,Mar 15,65.31,65.31,75.47,13.10,512.04,65.31,35.82,12.75,11.38,29.40,0.00,0.00,0.00,0.00,79.99,0.00,---,---,---
740,IRCTC,Mar 14,36.01,36.01,44.39,7.20,457.53,36.01,27.52,7.86,7.46,20.75,0.00,0.00,0.00,0.00,80.00,0.00,---,---,---
741,IRCTC,Mar 13,29.42,29.42,37.43,0.00,335.90,29.42,25.47,8.75,6.78,20.16,0.00,0.00,0.00,0.00,0.00,0.00,---,---,---
742,IRCTC,Mar 12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,---,---,---
743,IRCTC,Mar 21,70.14,70.14,92.13,0.00,326.55,70.14,20.22,21.47,10.34,21.91,46095.62,1.38,1.07,1.05,0.00,0.20,---,---,---
744,IRCTC,Mar 20,6.09,6.09,28.48,0.00,257.14,6.06,8.06,2.35,1.04,2.60,23073.90,0.88,0.35,0.32,0.00,0.07,24.73,96.54,35.23
745,IRCTC,Mar 19,-2.72,-2.72,21.12,0.00,286.35,-2.72,8.97,-0.94,-0.45,-1.16,34873.21,1.26,0.77,0.63,0.00,-0.02,70.01,18.22,34.78
746,IRCTC,Mar 18,-3.95,-3.95,15.99,0.00,176.31,-3.74,4.63,-2.11,-0.60,-1.58,42421.18,2.49,0.93,1.24,0.00,-0.02,72.08,0.00,25.24
